epoch,train_loss,val_loss,val_pos_rmse,val_quat_angle_deg,epoch_time,current_lr,model_type,sequence_length,batch_size,learning_rate,lr_scheduler,optimizer,timestamp,kernel_size,num_layers,dropout,activation,norm
50,0.014409040754785897,0.01605406190838804,0.0222290669930962,0.6767640981158443,2025-01-29 06:48:27,0.001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
51,0.014363346339299957,0.01646798969437934,0.022564339654222422,0.7248989199207482,2025-01-29 06:48:41,0.001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
52,0.014280637701910853,0.01617617498991889,0.02214937988634593,0.849131658708423,2025-01-29 06:48:55,0.001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
53,0.014406104220741815,0.016972381198913658,0.023640078247516186,0.8110511302907589,2025-01-29 06:49:09,0.001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
54,0.01429598072384734,0.015959159811636623,0.022132349723236976,0.7331970999095113,2025-01-29 06:49:23,0.001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
55,0.0143102365949123,0.01614014057890799,0.0222396827051174,0.7756794202196013,2025-01-29 06:49:37,0.001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
56,0.01433674203254646,0.016037858473180542,0.022112760527343105,0.8021724290587522,2025-01-29 06:49:51,0.001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
57,0.014147134451195597,0.016295685834320974,0.022566857253245018,0.7509580324962802,2025-01-29 06:50:05,0.001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
58,0.014162069659753952,0.01619446728918179,0.022360341250907967,0.9145319345005666,2025-01-29 06:50:18,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
59,0.013441691581137115,0.015659627925700324,0.02185778328892188,0.5488447412536072,2025-01-29 06:50:33,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
60,0.013172338027421885,0.015575596417526706,0.021837216212605138,0.5568853396158868,2025-01-29 06:50:47,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
61,0.013102336446385513,0.015531201139157725,0.02178055921716946,0.5609190444489822,2025-01-29 06:51:01,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
62,0.013002372919525043,0.015521501579918141,0.021769025818057022,0.5674693773584955,2025-01-29 06:51:16,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
63,0.012955609534685386,0.015524332819040865,0.021769937382560185,0.5691760274904908,2025-01-29 06:51:30,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
64,0.0129253847367647,0.015507669841422413,0.021757880912188957,0.571516214696447,2025-01-29 06:51:44,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
65,0.012879206765323833,0.015492242154943818,0.02174098699323027,0.5728350700040667,2025-01-29 06:51:58,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
66,0.012843789832550101,0.01549365385392002,0.021737352117549395,0.5745783262421821,2025-01-29 06:52:12,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
67,0.012819995653457804,0.01548983117513289,0.02174648708326547,0.5749546613246996,2025-01-29 06:52:26,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
68,0.012759488085554571,0.015484907086633982,0.021756604740830902,0.5782788067930811,2025-01-29 06:52:41,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
69,0.012727351596141688,0.015505181537357934,0.02176758926469605,0.5796789032511777,2025-01-29 06:52:55,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
70,0.012698242004759178,0.01550415552506293,0.021764294482409612,0.5806868770766135,2025-01-29 06:53:08,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
71,0.012676705678899364,0.015493045327640965,0.021775069598086613,0.5778912301809318,2025-01-29 06:53:22,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
72,0.012649527458025415,0.015506796177615908,0.021773737706613578,0.5826969870439449,2025-01-29 06:53:36,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
73,0.012618511160920805,0.015512528410943,0.021791162232372114,0.5830578980036233,2025-01-29 06:53:50,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
74,0.012552580522180239,0.015504013700193124,0.02178706362527393,0.5802945413745657,2025-01-29 06:54:04,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
75,0.012529469889492115,0.015500899210080469,0.02177207182039065,0.5800755496498824,2025-01-29 06:54:17,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
76,0.012490380985347167,0.015512106838422853,0.02179443498476219,0.5809464677454418,2025-01-29 06:54:31,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
77,0.012467686331862153,0.015513029614807255,0.02179569541696017,0.579977905959199,2025-01-29 06:54:45,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
78,0.012426107291064066,0.015517875187155555,0.021793199273494313,0.5793634327044762,2025-01-29 06:54:59,0.0001,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
79,0.012396274426193885,0.01550711271359594,0.02179487566312321,0.5760380640195809,2025-01-29 06:55:12,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
80,0.01223354708025709,0.015466105913967503,0.02178445766967641,0.5611356020522833,2025-01-29 06:55:27,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
81,0.012171583974992333,0.015456788148023797,0.02178837467996922,0.559594053079642,2025-01-29 06:55:41,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
82,0.01213719052938381,0.015454405012962661,0.021792749063062413,0.558683074884812,2025-01-29 06:55:55,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
83,0.01211760484552431,0.015454919398958124,0.021789393841140394,0.5583144073547783,2025-01-29 06:56:09,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
84,0.012093287130332234,0.015459666475784208,0.021795043889277322,0.5574291923688125,2025-01-29 06:56:23,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
85,0.01207834166792653,0.015459564396818865,0.02179510406071299,0.5573657604653255,2025-01-29 06:56:37,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
86,0.012070571529187784,0.015462087343553534,0.021803896534670453,0.5580716692245874,2025-01-29 06:56:51,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
87,0.01206752182447306,0.015460709264941478,0.021804456503322127,0.5568531995513364,2025-01-29 06:57:05,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
88,0.012081058375273332,0.015465476296115319,0.021803812255149362,0.556383999893938,2025-01-29 06:57:18,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
89,0.012051083652796678,0.015465611763838157,0.021808135960133094,0.5560631780671954,2025-01-29 06:57:32,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
90,0.012050638860517477,0.015466758306247016,0.021808344642244536,0.5546248998149668,2025-01-29 06:57:46,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
91,0.012030509141949574,0.015467163333783545,0.02181292174066056,0.5549642672653522,2025-01-29 06:58:00,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
92,0.012050511166467558,0.015463193712204426,0.021809283834016646,0.5536641877623907,2025-01-29 06:58:14,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
93,0.012038505714097083,0.01546957750508788,0.021811962565477277,0.5532257718002465,2025-01-29 06:58:28,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
94,0.011981811612012524,0.015465330323269678,0.021813636093631232,0.5535777760325412,2025-01-29 06:58:42,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
95,0.011971483146061938,0.01546258313668931,0.02181485832764345,0.5536743457113852,2025-01-29 06:58:55,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
96,0.011961767664704494,0.015460619188042219,0.021816260659123145,0.5537693812501244,2025-01-29 06:59:09,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
97,0.011979755142734886,0.015459538007124596,0.021817049547770813,0.5538594923644766,2025-01-29 06:59:23,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
98,0.011973844325913844,0.015459307146973465,0.021817569097269434,0.5539033552193182,2025-01-29 06:59:37,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
99,0.011963066993431734,0.015458914820538946,0.021818849910912336,0.5539424317427979,2025-01-29 06:59:51,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
100,0.011962715656959406,0.015458139121177755,0.021819234207699257,0.553852934886044,2025-01-29 07:00:05,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
